Participant,Condition,Block,Task,Trial,Target.x,Target.y,Targetsize.b,Targetsize.l,Target Area,MousePositions.x,MousePositions.y,Error.x,Error.y,Euclidean_distance_error,,Error_count,Target_count,Target Area_sort,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,16,145,306,63,89,5607,90,33,0,0,0,,0,1,3483,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,17,319,22,58,34,1972,30,11,0,0,0,,0,1,3483,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,18,504,58,75,55,4125,15,39,14,7,32.01562119,,1,1,3486,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,19,36,35,102,98,9996,36,33,73,8,44.65422712,,1,1,3488,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,20,76,167,86,103,8858,117,253,0,0,0,,0,1,3492,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,21,121,219,93,111,10323,44,16,0,0,0,,0,1,3510,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,22,906,276,84,106,8904,79,64,71,175,111.2879149,,1,1,3528,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,23,260,61,82,122,10004,14,41,0,0,0,,0,1,3528,,,,,,,,,,,,,,
4,Smart Rotate Pointer,2D Task,2D Target Selection Task,24,793,149,124,121,15004,22,62,454,406,552.2318354,,1,1,3528,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,1,894,256,45,32,1440,24,12,0,0,0,,0,1,3531,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,2,424,298,40,52,2080,10,37,0,0,0,,0,1,3564,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,3,542,317,110,94,10340,55,28,0,0,0,,0,1,3567,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,4,880,159,46,86,3956,4,38,0,0,0,,0,1,3600,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,5,499,125,65,118,7670,47,61,0,0,0,,0,1,3600,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,6,881,191,75,113,8475,63,61,0,0,0,,0,1,3600,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,7,623,150,92,85,7820,38,62,0,0,0,,0,1,3608,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,8,360,167,94,94,8836,66,53,6,10,73.81734214,,1,1,3630,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,9,715,187,61,40,2440,36,16,0,0,0,,0,1,3636,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,10,1002,245,38,89,3382,8,50,0,0,0,,0,1,3648,,,,,,,,,,,,,,
4,Smart Tilt Pointer,2D Task,2D Target Selection Task,11,1014,275,109,55,5995,7,38,0,0,0,,0,1,3649,,,,,,,,,,,,,,
5,Smart Rotate Pointer,2D Task,2D Target Selection Task,1,361,307,125,53,6625,91,35,0,0,0,,0,1,3649,,,,,,,,,,,,,,
5,Smart Rotate Pointer,2D Task,2D Target Selection Task,2,59,304,100,67,6700,49,16,0,0,0,,0,1,3672,,,,,,,,,,,,,,
5,Smart Rotate Pointer,2D Task,2D Target Selection Task,3,380,74,82,122,10004,37,37,0,0,0,,0,1,3672,,,,,,,,,,,,,,
5,Smart Tilt Pointer,2D Task,2D Target Selection Task,1,477,59,36,106,3816,26,65,0,0,0,,0,1,3680,,,,,,,,,,,,,,
5,Smart Tilt Pointer,2D Task,2D Target Selection Task,2,708,72,33,129,4257,16,54,5,1,54.12947441,,1,1,3690,,,,,,,,,,,,,,
5,Smart Tilt Pointer,2D Task,2D Target Selection Task,3,707,114,60,121,7260,36,57,0,0,0,,0,1,3710,,,,,,,,,,,,,,
5,Smart Tilt Pointer,2D Task,2D Target Selection Task,4,678,191,63,43,2709,35,49,0,0,0,,0,1,3717,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,1,26,18,129,83,10707,87,27,0,0,0,,0,1,3721,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,2,700,41,40,52,2080,115,54,0,0,0,,0,1,3738,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,3,340,241,121,116,14036,38,39,0,0,0,,0,1,3740,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,4,254,156,67,34,2278,44,77,0,0,0,,0,1,3760,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,5,267,149,93,91,8463,38,19,42,43,24.33105012,,1,1,3773,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,6,286,7,88,123,10824,68,57,0,0,0,,0,1,3776,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,7,566,290,93,87,8091,62,62,22,8,67.20119047,,1,1,3784,,,,,,,,,,,,,,
5,Smart Trackpad,2D Task,2D Target Selection Task,8,562,319,83,46,3818,81,56,0,0,0,,0,1,3795,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,1,459,187,128,63,8064,40,30,0,0,0,,0,1,3800,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,2,900,125,99,76,7524,59,45,0,0,0,,0,1,3813,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,3,425,269,100,44,4400,32,12,0,0,0,,0,1,3815,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,4,920,218,52,30,1560,45,57,29,33,28.8444102,,1,1,3816,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,5,604,250,59,126,7434,67,30,0,0,0,,0,1,3818,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,6,868,155,37,122,4514,20,22,76,19,56.08029957,,1,1,3822,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,7,11,251,110,117,12870,42,51,19,69,29.20616373,,1,1,3825,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,8,533,179,104,47,4888,23,16,0,0,0,,0,1,3825,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,9,398,167,128,80,10240,50,31,0,0,0,,0,1,3844,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,10,450,261,46,88,4048,50,31,9,45,43.32435804,,1,1,3875,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,11,662,194,97,31,3007,74,3,35,84,89.89994438,,1,1,3875,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,12,46,239,47,93,4371,23,33,0,0,0,,0,1,3876,,,,,,,,,,,,,,
5,Smart Trackball,2D Task,2D Target Selection Task,13,401,89,114,90,10260,63,48,25,19,47.80167361,,1,1,3894,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,1,411,344,46,105,4830,176,331,4,25,351.0270645,,1,1,3900,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,2,8,199,118,89,10502,243,453,63,10,478.172563,,1,1,3906,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,3,753,328,66,35,2310,59,22,0,0,0,,0,1,3936,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,4,335,259,86,86,7396,178,323,59,36,310.6927743,,1,1,3939,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,5,844,289,66,42,2772,176,461,14,15,474.5102739,377,1,1,3956,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,6,909,24,46,113,5198,167,315,41,42,300.6742423,,1,1,3960,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,7,292,51,128,79,10112,204,298,58,43,293.838391,,1,1,3996,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,8,958,59,40,73,2920,19,59,0,0,0,,0,1,4032,,,,,,,,,,,,,,
6,Smart Tilt Pointer,2D Task,2D Target Selection Task,9,524,245,41,110,4510,19,89,0,0,0,,0,1,4042,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,1,887,134,35,76,2660,45,67,0,0,0,,0,1,4048,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,2,850,217,47,87,4089,132,323,31,97,247.5419156,,1,1,4070,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,3,212,285,130,60,7800,83,104,33,17,100.3444069,,1,1,4080,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,4,918,274,86,44,3784,104,474,49,40,437.4711419,,1,1,4089,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,5,346,255,43,111,4773,50,422,0,0,0,,0,1,4092,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,6,987,111,48,93,4464,166,331,36,39,319.6310373,,1,1,4095,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,7,98,43,51,99,5049,157,302,0,0,0,,1,1,4104,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,8,132,86,59,83,4897,39,63,0,0,0,,1,1,4104,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,9,97,245,118,116,13688,240,299,0,0,0,,1,1,4116,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,10,351,285,127,117,14859,129,328,558,296,430.1918177,,1,1,4125,,,,,,,,,,,,,,
6,Smart Rotate Pointer,2D Task,2D Target Selection Task,11,537,123,37,121,4477,150,366,26,14,373.202358,,1,1,4130,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,1,973,243,88,106,9328,11,88,0,0,0,,0,1,4141,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,2,491,3,76,32,2432,24,14,0,0,0,,0,1,4176,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,3,693,320,92,61,5612,64,27,0,0,0,,0,1,4176,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,4,885,274,130,129,16770,12,81,0,0,0,,0,1,4200,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,5,424,186,73,125,9125,32,104,0,0,0,,0,1,4214,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,6,119,308,95,101,9595,28,67,0,0,0,,0,1,4242,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,7,505,223,67,98,6566,22,58,0,0,0,,0,1,4248,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,8,656,241,130,121,15730,35,56,0,0,0,,0,1,4257,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,9,264,134,60,127,7620,16,62,23,3,59.41380311,,1,1,4257,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,10,688,108,35,64,2240,84,350,0,0,0,,0,1,4280,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,11,115,234,38,71,2698,17,41,0,0,0,,0,1,4290,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,12,28,221,125,97,12125,32,69,0,0,0,,0,1,4290,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,13,240,305,66,42,2772,13,31,0,0,0,,0,1,4292,,,,,,,,,,,,,,
6,Smart Trackpad,2D Task,2D Target Selection Task,14,545,203,38,122,4636,10,100,192,321,286.2953021,,1,1,4316,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,1,866,325,49,30,1470,86,377,506,103,501.4738278,,1,1,4324,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,2,88,73,103,53,5459,83,384,0,0,0,,0,1,4352,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,3,843,260,82,62,5084,16,14,0,0,0,,0,1,4371,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,4,440,116,52,97,5044,23,31,29,33,6.32455532,,1,1,4392,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,5,71,188,43,123,5289,28,34,7,76,46.95742753,,1,1,4400,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,6,535,18,77,62,4774,19,102,30,4,98.61541462,,1,1,4400,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,7,1031,37,125,117,14625,43,55,0,0,0,,0,1,4410,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,8,211,309,128,108,13824,33,54,0,0,0,,0,1,4420,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,9,9,1,116,66,7656,64,7,0,0,0,,0,1,4420,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,10,518,224,123,123,15129,54,82,0,0,0,,0,1,4428,,,,,,,,,,,,,,
6,Smart Trackball,2D Task,2D Target Selection Task,11,123,14,66,123,8118,38,94,0,0,0,,0,1,4440,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,1,975,109,79,129,10191,65,7,0,0,0,,0,1,4459,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,2,274,184,91,119,10829,96,412,0,0,0,,0,1,4462,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,3,850,97,109,48,5232,56,71,0,0,0,,0,1,4462,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,4,578,152,36,80,2880,44,310,0,0,0,,0,1,4464,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,5,840,136,76,40,3040,35,43,0,0,0,,0,1,4477,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,6,509,1,50,78,3900,76,259,0,0,0,,0,1,4477,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,7,247,234,71,116,8236,43,16,0,0,0,,0,1,4480,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,8,95,226,67,46,3082,11,14,0,0,0,,0,1,4485,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,9,835,176,111,60,6660,32,69,0,0,0,,0,1,4485,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,10,491,286,100,110,11000,16,10,0,0,0,,0,1,4485,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,11,939,112,127,128,16256,12,46,0,0,0,,0,1,4489,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,12,130,2,49,49,2401,30,54,0,0,0,,0,1,4494,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,13,677,167,116,119,13804,51,25,0,0,0,,0,1,4510,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,14,958,117,103,82,8446,35,329,0,0,0,,0,1,4510,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,15,344,190,81,115,9315,23,17,0,0,0,,0,1,4512,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,16,1015,239,130,96,12480,57,65,0,0,0,,0,1,4514,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,17,135,220,94,66,6204,30,44,0,0,0,,0,1,4543,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,18,535,187,58,111,6438,39,30,0,0,0,,0,1,4550,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,19,879,323,99,105,10395,65,79,0,0,0,,0,1,4560,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,20,637,266,87,36,3132,67,14,0,0,0,,0,1,4560,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,21,211,35,81,72,5832,51,52,0,0,0,,0,1,4563,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,22,946,256,34,69,2346,15,38,0,0,0,,0,1,4572,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,23,1026,133,42,69,2898,28,24,0,0,0,,0,1,4590,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,24,445,329,73,82,5986,47,48,0,0,0,,0,1,4636,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,25,844,344,105,72,7560,47,38,0,0,0,,0,1,4650,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,26,563,88,115,56,6440,11,13,0,0,0,,0,1,4674,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,27,200,47,123,87,10701,182,335,0,0,0,,0,1,4692,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,28,736,319,94,36,3384,127,333,76,0,336.8827689,,1,1,4700,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,29,807,326,68,32,2176,376,368,44,15,484.5957078,,1,1,4704,,,,,,,,,,,,,,
7,Smart Trackball,2D Task,2D Target Selection Task,30,463,218,118,115,13570,81,32,0,0,0,,0,1,4712,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,1,803,241,86,105,9030,524,296,0,0,0,,1,1,4725,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,2,993,10,51,53,2703,44,55,0,0,0,,1,1,4725,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,3,301,16,82,70,5740,43,20,0,0,0,,1,1,4730,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,4,250,155,123,83,10209,103,123,49,40,99.02019996,,1,1,4732,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,5,898,121,94,74,6956,389,302,86,13,418.7242529,,1,1,4736,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,6,978,255,85,48,4080,39,11,389,302,455.1713963,,1,1,4736,,,,,,,,,,,,,,
7,Smart Rotate Pointer,2D Task,2D Target Selection Task,7,643,330,92,53,4876,51,3,0,0,0,,0,1,4752,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,1,561,228,34,63,2142,12,35,0,0,0,,0,1,4773,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,2,740,72,67,74,4958,52,36,0,0,0,,0,1,4774,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,3,994,206,92,101,9292,56,40,0,0,0,,0,1,4788,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,4,233,281,58,74,4292,49,31,246,388,407.7474709,,1,1,4796,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,5,879,122,68,125,8500,64,76,0,0,0,,0,1,4830,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,6,724,326,97,114,11058,57,8,0,0,0,,0,1,4860,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,7,546,341,56,118,6608,25,16,256,435,478.4579396,,1,1,4864,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,8,687,28,107,40,4280,76,19,198,185,206.0097085,,1,1,4872,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,9,144,164,35,95,3325,80,351,0,0,0,,0,1,4876,,,,,,,,,,,,,,
7,Smart Tilt Pointer,2D Task,2D Target Selection Task,10,819,66,124,85,10540,29,61,0,0,0,,0,1,4876,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,1,242,49,40,112,4480,712,431,0,0,0,,0,1,4880,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,2,488,1,116,93,10788,29,56,0,0,0,,0,1,4888,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,3,183,29,44,33,1452,38,55,0,0,0,,0,1,4897,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,4,522,74,48,109,5232,12,68,17,31,37.33630941,,1,1,4900,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,5,332,117,36,127,4572,65,40,73,466,426.0751107,,1,1,4914,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,6,453,3,86,55,4730,32,456,0,0,0,,0,1,4928,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,7,878,198,108,51,5508,29,67,32,3,64.07027392,,1,1,4950,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,8,282,30,114,69,7866,12,390,0,0,0,,0,1,4956,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,9,852,33,121,118,14278,48,431,0,0,0,,0,1,4958,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,10,278,194,113,129,14577,58,35,0,0,0,,0,1,4968,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,11,663,233,90,129,11610,38,60,0,0,0,,0,1,4988,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,12,188,237,30,120,3600,25,43,507,10,483.1283473,,1,1,4998,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,13,795,298,74,55,4070,557,367,21,12,642.9004589,,1,1,5029,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,14,289,262,95,54,5130,80,4,0,0,0,,0,1,5040,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,15,311,123,130,89,11570,65,52,180,288,262.5280937,,1,1,5040,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,16,4,56,100,73,7300,88,48,0,0,0,,0,1,5040,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,17,939,291,127,68,8636,36,53,0,0,0,,0,1,5044,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,18,917,275,116,43,4988,90,42,0,0,0,,0,1,5049,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,19,506,19,43,59,2537,75,40,0,0,0,,0,1,5084,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,20,347,158,115,129,14835,29,32,137,166,172.1046193,,1,1,5096,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,21,590,84,93,69,6417,81,63,0,0,0,,0,1,5104,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,22,1037,188,101,41,4141,29,62,196,301,291.5647441,,1,1,5120,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,23,789,26,93,82,7626,70,44,0,0,0,,0,1,5124,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,24,967,275,106,88,9328,4,27,0,0,0,,0,1,5130,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,25,156,229,100,34,3400,92,23,583,326,576.9662035,,1,1,5150,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,26,983,326,78,118,9204,48,41,0,0,0,,0,1,5150,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,27,552,312,128,98,12544,48,78,0,0,0,,0,1,5152,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,28,981,247,97,79,7663,54,33,0,0,0,,0,1,5198,,,,,,,,,,,,,,
7,Smart Trackpad,2D Task,2D Target Selection Task,29,629,266,32,109,3488,25,27,80,366,343.4326717,,1,1,5208,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,1,263,59,43,81,3483,34,36,0,0,0,,0,1,5232,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,2,189,167,76,115,8740,38,14,0,0,0,,0,1,5232,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,3,1050,254,57,114,6498,37,68,0,0,0,,0,1,5246,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,4,572,325,123,105,12915,80,41,15,24,67.18630813,,1,1,5264,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,5,585,126,34,65,2210,28,30,0,0,0,,0,1,5278,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,6,943,148,82,34,2788,68,42,0,0,0,,0,1,5280,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,7,56,67,52,32,1664,34,33,0,0,0,,0,1,5289,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,8,180,216,107,98,10486,58,46,16,31,44.59820624,,1,1,5300,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,9,243,73,130,58,7540,35,10,0,0,0,,0,1,5301,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,10,105,258,81,81,6561,34,43,0,0,0,,0,1,5311,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,11,113,346,56,107,5992,73,48,4,60,70.03570518,,1,1,5328,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,12,140,85,49,30,1470,34,54,3,61,31.78049716,,1,1,5329,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,13,910,225,47,107,5029,2,42,0,0,0,,0,1,5330,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,14,120,319,84,79,6636,46,18,0,0,0,,0,1,5332,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,15,359,78,117,65,7605,88,26,0,0,0,,0,1,5394,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,16,862,173,42,43,1806,26,18,158,372,377.8094758,,1,1,5400,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,17,3,298,99,74,7326,2,49,0,0,0,,0,1,5412,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,18,156,68,59,54,3186,165,201,0,0,0,,0,1,5432,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,19,565,21,110,97,10670,23,19,0,0,0,,0,1,5459,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,20,827,44,57,96,5472,35,40,0,0,0,,0,1,5460,,,,,,,,,,,,,,
8,Smart Trackball,2D Task,2D Target Selection Task,21,439,160,42,60,2520,37,58,0,0,0,,0,1,5472,,,,,,,,,,,,,,
