Participant,Condition,Block,Task,Trial,Target.x,Target.y,Targetsize.b,Targetsize.l,Target Area,MousePositions.x,MousePositions.y,Error.x,Error.y,Euclidean_distance_error,,Error_count,Target_count,Target Area
15,Smart Trackpad,2D Task,2D Target Selection Task,10,707,308,32,35,1120,23,12,0,0,0,,0,1,12210
15,Smart Trackpad,2D Task,2D Target Selection Task,11,589,83,113,47,5311,57,33,0,0,0,,0,1,12220
15,Smart Trackpad,2D Task,2D Target Selection Task,14,51,22,74,80,5920,52,73,183,277,242.4396832,,1,1,12312
15,Smart Trackpad,2D Task,2D Target Selection Task,16,627,76,63,53,3339,30,36,0,0,0,,0,1,12480
15,Smart Trackpad,2D Task,2D Target Selection Task,17,309,122,75,63,4725,59,48,0,0,0,,0,1,12480
15,Smart Trackpad,2D Task,2D Target Selection Task,19,10,216,61,90,5490,555,309,0,0,0,,0,1,12726
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,5,467,28,117,42,4914,56,36,195,206,219.592805,,1,1,12870
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,6,376,163,33,58,1914,17,22,31,208,186.5261376,,1,1,12870
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,8,660,250,49,91,4459,47,24,0,0,0,,0,1,12915
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,9,157,28,125,31,3875,59,4,277,134,253.818833,,1,1,12978
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,10,389,323,30,96,2880,15,22,0,0,0,,0,1,13104
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,13,636,159,101,39,3939,65,18,0,0,0,,0,1,13310
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,14,459,272,100,57,5700,63,25,0,0,0,,0,1,13310
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,16,130,14,116,30,3480,49,18,175,185,209.2008604,,1,1,13407
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,18,312,82,50,103,5150,22,70,202,334,319.5246469,,1,1,13416
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,19,581,110,65,37,2405,37,68,0,0,0,,0,1,13440
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,20,15,271,53,113,5989,39,23,0,0,0,,0,1,13456
15,Smart Rotate Pointer,2D Task,2D Target Selection Task,22,839,53,57,42,2394,52,31,0,0,0,,0,1,13640
15,Smart Trackball,2D Task,2D Target Selection Task,1,381,32,30,54,1620,19,39,73,147,120.7476708,,1,1,13924
15,Smart Trackball,2D Task,2D Target Selection Task,2,1020,164,48,58,2784,108,204,0,0,0,,0,1,13932
15,Smart Trackball,2D Task,2D Target Selection Task,4,296,307,68,54,3672,32,27,0,0,0,,0,1,14125
15,Smart Trackball,2D Task,2D Target Selection Task,5,147,25,45,85,3825,101,73,0,0,0,,0,1,14268
15,Smart Trackball,2D Task,2D Target Selection Task,7,96,149,95,61,5795,49,12,0,0,0,,0,1,14464
15,Smart Trackball,2D Task,2D Target Selection Task,9,924,281,69,65,4485,23,26,0,0,0,,0,1,14577
15,Smart Trackball,2D Task,2D Target Selection Task,10,355,19,55,101,5555,54,55,0,0,0,,0,1,14625
15,Smart Trackball,2D Task,2D Target Selection Task,11,860,320,45,105,4725,23,44,0,0,0,,0,1,14750
15,Smart Trackball,2D Task,2D Target Selection Task,13,982,310,38,32,1216,52,32,0,0,0,,0,1,14835
15,Smart Trackball,2D Task,2D Target Selection Task,14,809,13,96,49,4704,21,20,0,0,0,,0,1,14835
15,Smart Trackball,2D Task,2D Target Selection Task,20,556,238,65,69,4485,20,26,0,0,0,,0,1,15480
15,Smart Trackball,2D Task,2D Target Selection Task,22,755,179,77,42,3234,45,36,0,0,0,,0,1,15625
15,Smart Trackball,2D Task,2D Target Selection Task,27,729,24,44,73,3212,64,105,0,0,0,,0,1,16256
15,Smart Trackball,2D Task,2D Target Selection Task,28,124,345,59,84,4956,48,28,0,0,0,,0,1,16770
