Participant,Condition,Block,Task,Trial,temp.x,temp.y,temp.z,final.x,final.y,final.z,timems,templateformat.x,finalformat.x,error.x,templateformat.y,finalformat.y,error.y,templateformat.z,finalformat.z,error.z,errorneg.x,errorneg.y,errorneg.z,sumofsq,template.xp,template.yp,template.zp,final.xp,final.yp,final.zp,Euclidean_distance
9,Smart Trackball,3D Task,3D Model Rotation,3,41.02940237,-26.62511452,41.02940237,83.02534087,-18.56187904,-122.9740884,45000,41.02940237,83.02534087,41.9959385,386.6251145,378.561879,-8.06323548,41.02940237,482.9740884,441.944686,41.9959385,8.0632355,441.944686,197143.7801,1.882386971,6.153844377,5.0941977,1.449065561,5.959219402,4.136882571,1.068690124
10,Smart Rotate Pointer,3D Task,3D Model Rotation,1,40.24190482,-28.52383718,40.24190482,-154.5683429,-54.22225198,-129.8023695,32937,40.24190482,514.5683429,474.3264381,388.5238372,414.222252,25.6984148,40.24190482,489.8023695,449.5604647,474.3264381,25.6984148,449.5604647,427750.5898,0.702353736,5.785350425,0.702353736,4.017706583,5.336828482,3.585458804,4.416450075
10,Smart Rotate Pointer,3D Task,3D Model Rotation,2,-38.05248882,-33.44881318,-38.05248882,-127.237966,-36.76666538,84.70895208,17000,398.0524888,487.237966,89.1854772,393.4488132,396.7666654,3.3178522,398.0524888,84.70895208,-313.3435367,89.1854772,3.3178522,313.3435367,106149.2295,5.619044089,5.699393381,5.619044089,1.47845012,5.641485944,4.062463868,4.423891236
10,Smart Rotate Pointer,3D Task,3D Model Rotation,3,41.45717464,-25.5629535,41.45717464,55.73091481,-9.037658523,40.73544885,39000,41.45717464,55.73091481,14.27374017,385.5629535,369.0376585,-16.52529498,41.45717464,40.73544885,-0.72172579,14.27374017,16.525295,0.72172579,477.3459214,0.723564196,5.837027606,0.723564196,0.710967705,6.125448409,0.972687959,0.381323852
10,Smart Trackball,3D Task,3D Model Rotation,1,-3.30537014,-68.52003732,-3.30537014,-153.7713724,-44.23787884,130.6521115,30105,363.3053701,513.7713724,150.4660023,428.5200373,404.2378788,-24.28215848,363.3053701,130.6521115,-232.6532586,150.4660023,24.2821585,232.6532586,77357.17981,6.225495715,5.087285022,6.225495715,2.28030952,5.511088669,3.599368564,4.758218938
10,Smart Trackball,3D Task,3D Model Rotation,2,39.85066007,-29.44101763,39.85066007,48.55657081,26.73463128,-92.08088324,21000,39.85066007,48.55657081,8.70591074,389.4410176,26.73463128,-362.7063864,39.85066007,452.0808832,412.2302232,8.70591074,362.7063863,412.2302231,301565.4724,0.695525227,5.769342611,0.695525227,4.676070716,0.46660734,0.847472034,6.632256899
10,Smart Trackball,3D Task,3D Model Rotation,3,36.3549634,-36.9446308,36.3549634,-150.1374066,48.63976418,137.4175967,41000,36.3549634,510.1374066,473.7824432,396.9446308,48.63976418,-348.3048666,36.3549634,137.4175967,101.0626333,473.7824432,348.3048666,101.0626333,355999.7394,0.634513811,5.638379838,0.634513811,2.398389513,0.848924025,3.662793232,5.934696347
10,Smart Tilt Pointer,3D Task,3D Model Rotation,1,36.54024341,-36.57577838,36.54024341,-12.33137289,-51.22640533,86.28460034,31945,36.54024341,372.3313729,335.7911295,396.5757784,411.2264053,14.65062695,36.54024341,86.28460034,49.74435693,335.7911295,14.6506269,49.74435693,115444.8246,0.637747557,5.644817547,0.637747557,1.50595037,5.389115868,6.067962249,2.505124074
10,Smart Tilt Pointer,3D Task,3D Model Rotation,2,-27.29797018,-51.75274584,-27.29797018,61.4872701,6.100527234,-82.60449038,18000,387.2979702,61.4872701,-325.8107001,411.7527458,6.100527234,-405.6522186,387.2979702,442.6044904,55.3065202,325.8107001,405.6522186,55.3065202,273765.1459,5.806745848,5.379929537,5.806745848,4.841464973,0.106474286,1.073155311,3.151781374
10,Smart Tilt Pointer,3D Task,3D Model Rotation,3,38.733718,-31.9692205,38.733718,-61.25308686,-18.22731455,110.913555,43000,38.733718,421.2530869,382.5193689,391.9692205,378.2273146,-13.74190595,38.733718,110.913555,72.179837,382.5193689,13.7419059,72.179837,151719.8364,0.676030911,5.725217175,0.676030911,1.935806719,5.965058655,5.214117265,0.715801817
10,Smart Trackpad,3D Task,3D Model Rotation,1,38.10412863,-33.33824754,38.10412863,141.3868402,63.40311298,75.01578193,30497,38.10412863,141.3868402,103.2827116,393.3382475,63.40311298,-329.9351346,38.10412863,75.01578193,36.9116533,103.2827116,329.9351345,36.9116533,120886.9816,0.665042503,5.701323114,0.665042503,1.309272386,1.106593082,2.46766588,4.977552335
10,Smart Trackpad,3D Task,3D Model Rotation,2,-36.31459251,-37.02460051,-36.31459251,104.049047,-32.44510886,-145.8119753,18000,396.3145925,104.049047,-292.2655455,397.0246005,392.4451089,-4.57949165,396.3145925,505.8119753,109.4973828,292.2655455,4.5794916,109.4973828,97429.79767,5.649376101,5.636984095,5.649376101,3.73828625,5.716911329,1.815998453,4.28409115
10,Smart Trackpad,3D Task,3D Model Rotation,3,19.67521612,-60.18218745,19.67521612,23.31411217,21.41499997,-9.987803411,24000,19.67521612,23.31411217,3.63889605,420.1821875,21.41499997,-398.7671875,19.67521612,369.9878034,350.3125873,3.63889605,398.7671875,350.3125873,281747.4202,0.343397302,5.232807948,0.343397302,6.108865253,0.373762259,0.40690802,7.540224088
11,Smart Rotate Pointer,3D Task,3D Model Rotation,1,41.7855251,-24.7323103,41.7855251,95.16039444,10.85158641,-53.25180586,43386,41.7855251,95.16039444,53.37486934,384.7323103,10.85158641,-373.8807239,41.7855251,413.2518059,371.4662808,53.37486934,373.8807239,371.4662808,280622.8702,0.729294993,5.851525051,0.729294993,5.353765962,0.189395912,1.6608622,7.36975275
11,Smart Rotate Pointer,3D Task,3D Model Rotation,2,29.03096018,-49.36119311,29.03096018,39.00479877,-14.89445034,45.36530072,17000,29.03096018,39.00479877,9.97383859,409.3611931,374.8944503,-34.46674277,29.03096018,45.36530072,16.33434054,9.97383859,34.4667428,16.33434054,1554.244496,0.50668584,5.421669998,0.50668584,0.791773864,6.023228111,0.680762163,0.688076966
11,Smart Rotate Pointer,3D Task,3D Model Rotation,3,39.43954444,-30.38682143,39.43954444,13.48053883,-31.51218344,55.06406953,37000,39.43954444,13.48053883,-25.95900561,390.3868214,391.5121834,1.12536201,39.43954444,55.06406953,15.62452509,25.95900561,1.125362,15.62452509,919.2621962,0.688349906,5.752835221,0.688349906,0.961049313,5.733193952,0.235279788,0.529172258
11,Smart Tilt Pointer,3D Task,3D Model Rotation,1,-36.30670297,-37.04021179,-36.30670297,101.4457044,21.99967048,-41.35570741,42541,396.306703,101.4457044,-294.8609986,397.0402118,21.99967048,-375.0405413,396.306703,401.3557074,5.04900444,294.8609986,375.0405413,5.0490044,227623.9086,5.6495138,5.636711651,5.6495138,5.561392048,0.383966684,1.770561554,6.530341925
11,Smart Tilt Pointer,3D Task,3D Model Rotation,2,3.054358073,-68.55438433,3.054358073,-162.1893801,-43.66542454,144.724983,34000,3.054358073,522.1893801,519.135022,428.5543843,403.6654245,-24.88895979,3.054358073,144.724983,141.6706249,519.135022,24.8889598,141.6706249,290191.1973,0.053308605,5.086685544,0.053308605,2.525927464,5.521079879,3.452446612,4.225716702
11,Smart Tilt Pointer,3D Task,3D Model Rotation,3,30.5190758,-47.15231348,30.5190758,-122.2711101,-11.89448647,149.6982085,41000,30.5190758,482.2711101,451.7520343,407.1523135,371.8944865,-35.25782701,30.5190758,149.6982085,119.1791327,451.7520343,35.257827,119.1791327,219526.6805,0.532658357,5.460222131,0.532658357,2.612726623,6.075587353,4.149151855,4.217153491
11,Smart Trackball,3D Task,3D Model Rotation,1,41.65614198,-25.06123754,41.65614198,-127.2777164,12.11879289,137.9588242,20648,41.65614198,487.2777164,445.6215744,385.0612375,12.11879289,-372.9424447,41.65614198,137.9588242,96.30268222,445.6215744,372.9424446,96.30268222,346938.8612,0.727036831,5.845784196,0.727036831,2.407835715,0.211512839,4.061770092,6.759478126
11,Smart Trackball,3D Task,3D Model Rotation,2,2.479257294,-68.62282995,2.479257294,61.56183137,-49.56484008,-27.06640184,29000,2.479257294,61.56183137,59.08257408,428.62283,409.5648401,-19.05798987,2.479257294,387.0664018,384.5871445,59.08257408,19.0579899,384.5871445,151761.2293,0.043271203,5.085491004,0.043271203,5.810787478,5.418115665,1.074456651,5.868409204
11,Smart Trackball,3D Task,3D Model Rotation,3,-36.13923365,-37.37031427,-36.13923365,-44.36692753,-16.72424294,36.02859429,39000,396.1392337,404.3669275,8.2276938,397.3703143,376.7242429,-20.64607133,396.1392337,36.02859429,-360.1106394,8.2276938,20.6460714,360.1106394,130173.6278,5.652436691,5.630950291,5.652436691,0.628817595,5.991292203,5.508836343,5.038572831
11,Smart Trackpad,3D Task,3D Model Rotation,1,-37.11884838,-35.40420876,-37.11884838,-62.27776391,43.00624015,12.29013985,9398,397.1188484,422.2777639,25.1589155,395.4042088,43.00624015,-352.3979686,397.1188484,12.29013985,-384.8287085,25.1589155,352.3979687,384.8287086,272910.4343,5.635339188,5.665265293,5.635339188,0.214503406,0.750600491,5.196233276,7.33022542
11,Smart Trackpad,3D Task,3D Model Rotation,2,41.44864712,-25.58434638,41.44864712,81.40008461,2.244954524,51.97800824,40000,41.44864712,81.40008461,39.95143749,385.5843464,2.244954524,-383.3393919,41.44864712,51.97800824,10.52936112,39.95143749,383.3393919,10.52936112,148656.0742,0.723415363,5.836654225,0.723415363,0.907187382,0.039181848,1.420699488,5.842145433
11,Smart Trackpad,3D Task,3D Model Rotation,3,41.12500767,-26.38965203,41.12500767,112.2466544,25.19909067,64.12677398,32000,41.12500767,112.2466544,71.12164673,386.389652,25.19909067,-361.1905614,41.12500767,64.12677398,23.00176631,71.12164673,361.1905613,23.00176631,136045.9915,0.717766789,5.822598984,0.717766789,1.119223345,0.439807102,1.959073693,5.538633283
12,Smart Trackball,3D Task,3D Model Rotation,1,35.77592686,-38.07811363,35.77592686,-34.0091164,-66.40966432,-106.1273183,42931,35.77592686,394.0091164,358.2331895,398.0781136,426.4096643,28.33155069,35.77592686,466.1273183,430.3513914,358.2331895,28.3315507,430.3513914,314336.0149,0.624407717,5.618596841,0.624407717,4.430914176,5.124118009,5.68961425,6.355337754
12,Smart Trackball,3D Task,3D Model Rotation,2,36.92043865,-35.80934828,36.92043865,146.8646616,65.72218079,77.76949313,41000,36.92043865,146.8646616,109.944223,395.8093483,65.72218079,-330.0871675,36.92043865,77.76949313,40.84905448,109.944223,330.0871675,40.84905448,122713.9156,0.644383216,5.65819426,0.644383216,1.357333713,1.147068446,2.563271899,4.953855903
12,Smart Trackball,3D Task,3D Model Rotation,3,-33.86522135,-41.62039884,-33.86522135,116.6429721,17.64586096,175.8451342,29000,393.8652214,116.6429721,-277.2222493,401.6203988,17.64586096,-383.9745379,393.8652214,175.8451342,-218.0200872,277.2222493,383.9745378,218.0200872,271821.3796,5.692125693,5.5567723,5.692125693,3.069076565,0.307978371,2.035803912,6.913675824
12,Smart Tilt Pointer,3D Task,3D Model Rotation,1,40.32826288,-28.3190952,40.32826288,157.3900542,-48.35130286,-60.29310019,40549,40.32826288,157.3900542,117.0617913,388.3190952,408.3513029,20.03220766,40.32826288,420.2931002,379.9648373,117.0617913,20.0322077,379.9648373,158478.0299,0.703860969,5.788923862,0.703860969,5.230872193,5.439295879,2.746974655,3.978994264
12,Smart Tilt Pointer,3D Task,3D Model Rotation,2,-34.31367723,-40.81541251,-34.31367723,19.19368606,-54.34437674,-104.6719569,33000,394.3136772,19.19368606,-375.1199911,400.8154125,414.3443767,13.52896423,394.3136772,464.6719569,70.35827967,375.1199911,13.5289642,70.3582797,145848.3281,5.684298661,5.570821989,5.684298661,4.456315025,5.334697003,0.334993017,2.493520701
12,Smart Tilt Pointer,3D Task,3D Model Rotation,3,-36.53478763,-36.58668264,-36.53478763,-131.2935083,-20.48618447,62.0280285,44000,396.5347876,491.2935083,94.7587207,396.5866826,380.4861845,-16.10049817,396.5347876,62.0280285,-334.5067591,94.7587207,16.1004981,334.5067591,121133.2131,5.645532971,5.644627256,5.645532971,1.082593326,5.925633935,3.9916813,1.86154382
12,Smart Rotate Pointer,3D Task,3D Model Rotation,1,38.81236582,-31.7954288,38.81236582,175.570663,38.16439353,114.3574887,13391,38.81236582,175.570663,136.7582972,391.7954288,38.16439353,-353.6310353,38.81236582,114.3574887,75.54512288,136.7582972,353.6310353,75.54512288,149464.8066,0.677403574,5.728250412,0.677403574,1.995914701,0.666094326,3.064286139,5.749878625
12,Smart Rotate Pointer,3D Task,3D Model Rotation,2,41.74262134,-24.84161838,41.74262134,39.65616855,-23.05134166,48.93707838,36000,41.74262134,39.65616855,-2.08645279,384.8416184,383.0513417,-1.79027672,41.74262134,48.93707838,7.19445704,2.08645279,1.7902767,7.19445704,59.31858801,0.728546181,5.849617287,0.728546181,0.854113144,5.880863498,0.69213071,0.134422746
12,Smart Rotate Pointer,3D Task,3D Model Rotation,3,16.02393574,-63.12772883,16.02393574,66.22938593,24.11323702,25.71866523,32000,16.02393574,66.22938593,50.20545019,423.1277288,24.11323702,-399.0144918,16.02393574,25.71866523,9.69472949,50.20545019,399.0144918,9.69472949,161827.1397,0.279670438,5.181398546,0.279670438,0.448875387,0.42085538,1.155920846,4.843471517
12,Smart Trackpad,3D Task,3D Model Rotation,1,40.45026595,-28.02840821,40.45026595,-111.0731862,4.176268044,178.4895396,30000,40.45026595,471.0731862,430.6229203,388.0284082,4.176268044,-383.8521402,40.45026595,178.4895396,138.0392737,430.6229203,383.8521402,138.0392737,351833.4061,0.705990324,5.793997305,0.705990324,3.115230146,0.072889628,4.344592497,7.195480203
12,Smart Trackpad,3D Task,3D Model Rotation,2,41.56909806,-25.28133664,41.56909806,47.77446431,-21.04822122,58.42704535,19000,41.56909806,47.77446431,6.20536625,385.2813366,381.0482212,-4.23311542,41.56909806,58.42704535,16.85794729,6.20536625,4.2331154,16.85794729,340.6162231,0.725517628,5.841942753,0.725517628,1.019744314,5.915824546,0.833821701,0.322114318
12,Smart Trackpad,3D Task,3D Model Rotation,3,33.80395189,-41.72915783,33.80395189,-152.947508,60.03050307,136.0363662,36000,33.80395189,512.947508,479.1435561,401.7291578,60.03050307,-341.6986548,33.80395189,136.0363662,102.2324143,479.1435561,341.6986547,102.2324143,356787.9845,0.589990261,5.554874124,0.589990261,2.374282492,1.04772993,3.61374771,5.71324397
13,Smart Trackpad,3D Task,3D Model Rotation,1,40.26810049,-28.46181994,40.26810049,36.71722352,-36.22061361,36.71722352,45690,40.26810049,36.71722352,-3.55087697,388.4618199,396.2206136,7.75879367,40.26810049,36.71722352,-3.55087697,3.55087697,7.7587937,3.55087697,85.41633419,0.702810937,5.78643283,0.702810937,0.361090719,5.249173254,0.361090719,0.722629412
13,Smart Trackpad,3D Task,3D Model Rotation,2,20.68897422,-59.24452622,20.68897422,163.9837757,21.24859081,97.37301626,43033,20.68897422,163.9837757,143.2948015,419.2445262,21.24859081,-397.9959354,20.68897422,97.37301626,76.68404204,143.2948015,397.9959354,76.68404204,184814.607,0.361090719,5.249173261,0.361090719,1.699479736,0.37085787,2.862056805,5.643055695
13,Smart Trackpad,3D Task,3D Model Rotation,3,41.84493563,-24.58055747,41.84493563,51.93586701,-13.32730995,-12.69556922,43033,41.84493563,51.93586701,10.09093138,384.5805575,373.32731,-11.25324752,41.84493563,372.6955692,330.8506336,10.09093138,11.2532475,330.8506336,109690.6042,0.730331902,5.854173647,0.730331902,6.061605824,6.050579868,0.906451879,5.337796856
13,Smart Rotate Pointer,3D Task,3D Model Rotation,1,41.44585077,-25.59135963,41.44585077,-56.53481311,-50.59732966,114.6839543,24251,41.44585077,416.5348131,375.0889623,385.5913596,410.5973297,25.00597003,41.44585077,114.6839543,73.23810353,375.0889623,25.0059701,73.23810353,146680.848,0.723366557,5.836531817,0.723366557,2.001612602,5.400095308,5.296466676,4.768399572
13,Smart Rotate Pointer,3D Task,3D Model Rotation,2,-34.5911819,-40.30932052,-34.5911819,158.3588342,-52.54703931,138.8597165,24000,394.5911819,158.3588342,-236.2323477,400.3093205,412.5470393,12.23771879,394.5911819,138.8597165,-255.7314654,236.2323477,12.2377188,255.7314654,121354.0663,5.679455291,5.579654951,5.679455291,2.423559252,5.366066459,2.763883057,4.37573314
13,Smart Rotate Pointer,3D Task,3D Model Rotation,3,40.94568427,-26.83040383,40.94568427,-53.69541341,-17.79246837,71.19210646,21000,40.94568427,413.6954134,372.7497291,386.8304038,377.7924684,-9.03793546,40.94568427,71.19210646,30.24642219,372.7497291,9.0379354,30.24642219,139938.8909,0.714637005,5.814906413,0.714637005,1.242536659,5.972648152,5.34602355,4.664043507
13,Smart Tilt Pointer,3D Task,3D Model Rotation,1,40.95216012,-26.81455369,40.95216012,-61.29012242,-52.4700052,113.0574382,40167,40.95216012,421.2901224,380.3379623,386.8145537,412.4700052,25.65545151,40.95216012,113.0574382,72.10527808,380.3379623,25.6554515,72.10527808,150514.3389,0.71475003,5.815183055,0.71475003,1.973224541,5.367410969,5.213470872,4.692839988
13,Smart Tilt Pointer,3D Task,3D Model Rotation,2,41.59247921,-25.22230869,41.59247921,66.23713277,14.63092426,-1.092622041,33000,41.59247921,66.23713277,24.64465356,385.2223087,14.63092426,-370.5913844,41.59247921,361.092622,319.5001428,24.64465356,370.5913844,319.5001428,240025.6744,0.725925706,5.842972979,0.725925706,6.264115455,0.255357799,1.156056054,7.878959399
13,Smart Tilt Pointer,3D Task,3D Model Rotation,3,41.14808562,-26.33264936,41.14808562,128.2694394,72.83618965,69.32523132,29000,41.14808562,128.2694394,87.12135378,386.3326494,72.83618965,-313.4964597,41.14808562,69.32523132,28.1771457,87.12135378,313.4964598,28.1771457,106664.1121,0.718169575,5.823593875,0.718169575,1.209953541,1.27123133,2.238724047,4.824721972
13,Smart Trackball,3D Task,3D Model Rotation,1,38.92377314,-31.54817391,38.92377314,-98.60043954,-36.2166177,134.837038,30770,38.92377314,458.6004395,419.6766664,391.5481739,396.2166177,4.66844379,38.92377314,134.837038,95.91326486,419.6766664,4.6684438,95.91326486,185349.6531,0.679347999,5.732565808,0.679347999,2.353350266,5.651086084,4.562282993,4.229196935
13,Smart Trackball,3D Task,3D Model Rotation,2,6.233026171,-67.91784665,6.233026171,-158.9126036,-48.17948827,164.4973814,30000,6.233026171,518.9126036,512.6795774,427.9178467,408.1794883,-19.73835838,6.233026171,164.4973814,158.2643552,512.6795774,19.7383584,158.2643552,288277.558,0.108786829,5.097795241,0.108786829,2.871020917,5.442294605,3.509637152,4.394815114
13,Smart Trackball,3D Task,3D Model Rotation,3,-35.78034148,-38.06958076,-35.78034148,142.5958537,-36.79586242,149.3739975,40000,395.7803415,142.5958537,-253.1844878,398.0695808,396.7958624,-1.27371834,395.7803415,149.3739975,-246.406344,253.1844878,1.2737184,246.406344,124820.0936,5.658700541,5.61874577,5.658700541,2.607068074,5.640976359,2.488767146,4.400162797
14,Smart Tilt Pointer,3D Task,3D Model Rotation,1,41.52965073,-25.38077056,41.52965073,-5.027078775,-68.21099498,-5.027078775,25819,41.52965073,365.0270788,323.4974281,385.3807706,428.210995,42.83022442,41.52965073,365.0270788,323.497428,323.4974281,42.8302244,323.4974281,211135.6001,0.724829142,5.8402073,0.724829142,0.49727963,5.408333183,0.49727963,0.538584082
14,Smart Tilt Pointer,3D Task,3D Model Rotation,2,150.5566722,-30.76805114,-169.4965187,166.2923559,67.39749498,109.482424,19921,150.5566722,166.2923559,15.7356837,390.7680511,67.39749498,-323.3705562,529.4965187,109.482424,-420.0140947,15.7356837,323.3705561,420.0140947,281227.968,3.324912985,5.74618151,2.62770964,1.910828771,1.176308196,2.902349131,1.791534527
14,Smart Tilt Pointer,3D Task,3D Model Rotation,3,17.26545639,-62.20048769,17.26545639,-115.7738903,-8.36728945,145.3460925,27528,17.26545639,475.7738903,458.5084339,422.2004877,368.3672895,-53.83319824,17.26545639,145.3460925,128.0806361,458.5084339,53.8331982,128.0806361,229532.6465,0.213012033,5.139679911,0.213012033,0.301339061,5.197581972,0.301339061,0.137680705
14,Smart Trackball,3D Task,3D Model Rotation,1,38.60507285,-32.25215205,38.60507285,-96.22601352,-16.94943885,116.8588587,43000,38.60507285,456.2260135,417.6209407,392.2521521,376.9494389,-15.3027132,38.60507285,116.8588587,78.25378585,417.6209407,15.3027132,78.25378585,180765.0781,0.673785629,5.720279035,0.673785629,2.039571844,5.987361793,4.603724545,4.169067649
14,Smart Trackball,3D Task,3D Model Rotation,2,-31.44819813,-45.69703639,-31.44819813,-63.77128727,36.05984389,-7.479486823,14000,391.4481981,423.7712873,32.3230892,405.6970364,36.05984389,-369.6371925,391.4481981,367.4794868,-23.96871131,32.3230892,369.6371925,23.9687113,138250.9353,5.734310706,5.485621594,5.734310706,6.152643636,0.629363004,5.170166376,4.906781915
14,Smart Trackball,3D Task,3D Model Rotation,3,26.36954184,-52.95728174,26.36954184,71.50328387,26.32052621,32.08243526,45000,26.36954184,71.50328387,45.13374203,412.9572817,26.32052621,-386.6367555,26.36954184,32.08243526,5.71289342,45.13374203,386.6367555,5.71289342,151557.6725,0.460235327,5.358906369,0.460235327,0.559944127,0.459379846,1.247967729,4.963448834
14,Smart Rotate Pointer,3D Task,3D Model Rotation,1,37.77256846,-34.04369078,37.77256846,-6.634979689,54.99101352,-70.89395848,30639,37.77256846,366.6349797,328.8624112,394.0436908,54.99101352,-339.0526773,37.77256846,430.8939585,393.12139,328.8624112,339.0526773,393.12139,377651.6308,0.659255687,5.689010814,0.659255687,5.045852312,0.959774244,6.167383066,8.482179892
14,Smart Rotate Pointer,3D Task,3D Model Rotation,2,40.95945054,-26.79670371,40.95945054,106.9137384,56.88702945,51.60131031,27000,40.95945054,106.9137384,65.95428786,386.7967037,56.88702945,-329.9096743,40.95945054,51.60131031,10.64185977,65.95428786,329.9096743,10.64185977,113303.6105,0.714877272,5.815494608,0.714877272,0.900612763,0.992865966,1.86599675,4.961584499
14,Smart Rotate Pointer,3D Task,3D Model Rotation,3,-36.22842937,-37.19480235,-36.22842937,29.54670961,71.1254615,92.49515064,43000,396.2284294,29.54670961,-366.6817198,397.1948024,71.1254615,-326.0693409,396.2284294,92.49515064,-303.7332787,366.6817198,326.0693409,303.7332788,333030.6034,5.650879932,5.634013541,5.650879932,4.803863956,1.099487307,6.034947398,4.628916942
14,Smart Trackpad,3D Task,3D Model Rotation,1,41.15796822,-26.30821987,41.15796822,42.70791009,-26.24045915,49.67420237,21630,41.15796822,42.70791009,1.54994187,386.3082199,386.2404592,-0.06776072,41.15796822,49.67420237,8.51623415,1.54994187,0.0677607,8.51623415,74.93315541,0.718342059,5.824020246,0.718342059,0.866978385,5.825202897,0.745393648,0.151082575
14,Smart Trackpad,3D Task,3D Model Rotation,2,39.81204928,-29.53061975,39.81204928,-85.95093789,-29.92885441,140.1005155,27000,39.81204928,445.9509379,406.1388886,389.5306198,389.9288544,0.39823466,39.81204928,140.1005155,100.2884662,406.1388886,0.3982346,100.2884662,175006.7319,0.694851342,5.767778752,0.694851342,2.445215279,5.760828257,4.783058446,4.44716309
14,Smart Trackpad,3D Task,3D Model Rotation,3,41.38603385,-25.74114675,41.38603385,-168.0810808,34.49702969,109.0357608,28000,41.38603385,528.0810808,486.695047,385.7411468,34.49702969,-351.2441171,41.38603385,109.0357608,67.64972695,486.695047,351.2441171,67.64972695,364820.9841,0.680058617,5.734148425,0.680058617,0.722322555,5.833917541,0.722322555,0.11630287
15,Smart Tilt Pointer,3D Task,3D Model Rotation,1,32.07775751,-44.67647904,32.07775751,39.96926573,-29.16475825,39.96926573,25485,32.07775751,39.96926573,7.89150822,404.676479,389.1647583,-15.51172079,32.07775751,39.96926573,7.89150822,7.89150822,15.5117207,7.89150822,365.165283,0.559862485,5.50343366,0.559862485,0.375223649,5.26292093,0.375223649,0.355006159
15,Smart Tilt Pointer,3D Task,3D Model Rotation,2,90.03775678,18.61799222,67.20690805,-1.859683487,57.17239492,-69.16536932,18000,90.03775678,361.8596835,271.8219267,18.61799222,57.17239492,38.5544027,67.20690805,429.1653693,361.9584613,271.8219267,38.5544027,361.9584613,206387.5295,1.172981825,0.324945264,1.571455307,5.076021884,0.997846537,6.250727707,2.130424783
15,Smart Tilt Pointer,3D Task,3D Model Rotation,3,32.86523758,-43.35953404,32.86523758,-129.6814883,41.27291064,-156.2095611,30137,32.86523758,489.6814883,456.8162507,403.359534,41.27291064,-362.0866234,32.86523758,516.2095611,483.3443235,456.8162507,362.0866234,483.3443235,573409.5448,0.573606605,5.526418667,0.573606605,3.556814143,0.720348177,4.019816358,2.623760444
15,Smart Trackpad,3D Task,3D Model Rotation,1,39.94837451,-29.21353057,39.94837451,114.2637452,58.50767243,51.99634322,45000,39.94837451,114.2637452,74.31537069,389.2135306,58.50767243,-330.7058581,39.94837451,51.99634322,12.04796871,74.31537069,330.7058582,12.04796871,115034.2925,0.697230666,5.773313004,0.697230666,0.907507388,1.021151519,1.99427857,4.930475468
15,Smart Trackpad,3D Task,3D Model Rotation,2,39.80522747,-29.5464335,39.80522747,-112.9739763,-48.15021974,162.8523397,11000,39.80522747,472.9739763,433.1687488,389.5464335,408.1502197,18.60378624,39.80522747,162.8523397,123.0471122,433.1687488,18.6037862,123.0471122,203121.8576,0.694732279,5.767502768,0.694732279,2.842309523,5.442805437,4.311417452,4.218759061
15,Smart Trackpad,3D Task,3D Model Rotation,3,-30.2215563,-47.60577464,-30.2215563,-2.669243152,-49.92960622,-29.89069249,40000,390.2215563,362.6692432,-27.5523131,407.6057746,409.9296062,2.32383158,390.2215563,389.8906925,-0.33086381,27.5523131,2.3238316,0.3308638,764.6396213,5.755719645,5.452307812,5.755719645,5.761494308,5.411749284,6.236598226,0.482620504
15,Smart Rotate Pointer,3D Task,3D Model Rotation,1,39.42380057,-30.42268279,39.42380057,32.30872699,-32.86607898,46.63819216,8177,39.42380057,32.30872699,-7.11507358,390.4226828,392.866079,2.44339619,39.42380057,46.63819216,7.21439159,7.11507358,2.4433962,7.21439159,108.6419031,0.688075124,5.75220932,0.688075124,0.81399001,5.709564017,0.563893663,0.181918157
15,Smart Rotate Pointer,3D Task,3D Model Rotation,2,-35.78928791,-38.0522831,-35.78928791,-104.3567852,33.6589222,-7.634349616,41000,395.7892879,464.3567852,68.5674973,398.0522831,33.6589222,-364.3933609,395.7892879,367.6343496,-28.15493829,68.5674973,364.3933609,28.1549383,138276.7237,5.658544396,5.619047708,5.658544396,6.14994077,0.587459016,4.461815809,5.195239597
15,Smart Rotate Pointer,3D Task,3D Model Rotation,3,40.76337102,-27.27459264,40.76337102,-155.199787,28.93723325,130.5596455,37000,40.76337102,515.199787,474.436416,387.2745926,28.93723325,-358.3373594,40.76337102,130.5596455,89.79627448,474.436416,358.3373594,89.79627448,361558.9469,0.711455038,5.807153858,0.711455038,2.278695684,0.505049998,3.574438026,6.226172192
15,Smart Trackball,3D Task,3D Model Rotation,1,-37.4636371,-34.69159569,-37.4636371,132.6462248,33.18748964,-144.2326418,19513,397.4636371,132.6462248,-264.8174123,394.6915957,33.18748964,-361.5041061,397.4636371,504.2326418,106.7690047,264.8174123,361.5041061,106.7690047,212213.1009,5.62932149,5.677702732,5.62932149,3.765850818,0.579230969,2.315113363,3.360103204
15,Smart Trackball,3D Task,3D Model Rotation,2,36.34042098,-36.97345395,36.34042098,-111.3354725,-41.99243155,176.8485896,30000,36.34042098,471.3354725,434.9950515,396.973454,401.9924316,5.0189776,36.34042098,176.8485896,140.5081686,434.9950515,5.0189776,140.5081686,208988.4304,0.634259998,5.637876777,0.634259998,3.086590167,5.550279116,4.340014738,2.444571386
