Participant,Condition,Block,Task,Trial,EulerA_Initial.tx,EulerA_Initial.ty,EulerA_Initial.tz,EulerA1.tx,EulerA1.ty,EulerA1.tz,Cube1AngleofRot,Start Time,End Time,Difftime,timems
13,Smart Trackpad,3D Task,3D Cube Rotation,2,0,0,0,110.3312145,-1.557618585,-93.45382816,2.319354377,18:51:06,18:53:05,0:01:59,118668
13,Smart Rotate Pointer,3D Task,3D Cube Rotation,1,0,0,0,-9.031324077,15.90347235,-179.0447718,3.103347664,19:10:03,19:11:40,0:01:37,96828
13,Smart Rotate Pointer,3D Task,3D Cube Rotation,2,0,0,0,-9.468101479,-7.043736749,81.52538731,1.425027041,19:11:44,19:13:16,0:01:32,12819
13,Smart Tilt Pointer,3D Task,3D Cube Rotation,1,0,0,0,3.520121223,-9.605634059,-6.632914577,0.209871569,19:26:06,19:28:32,0:02:26,6215
13,Smart Tilt Pointer,3D Task,3D Cube Rotation,2,0,0,0,83.52915226,71.12988016,-87.12984711,2.79454146,19:28:32,19:30:24,0:01:52,8552
13,Smart Trackball,3D Task,3D Cube Rotation,1,0,0,0,-81.33155162,-12.07123434,-8.114791145,1.452769668,19:44:59,19:46:19,0:01:20,79668
13,Smart Trackball,3D Task,3D Cube Rotation,2,0,0,0,-170.7688355,84.08117993,6.70816133,1.100373272,19:46:24,19:47:53,0:01:29,1360
13,Smart Trackpad,3D Task,3D Cube Rotation,1,0,0,0,-166.2395031,-0.533805389,176.2188411,3.124443777,18:48:40,18:50:57,0:02:17,137135
13,Smart Trackpad,3D Task,3D Cube Rotation,2,0,0,0,-88.11774349,14.61537783,5.758840759,1.569838764,18:51:06,18:53:05,0:01:59,118668
13,Smart Rotate Pointer,3D Task,3D Cube Rotation,1,0,0,0,135.5193457,-80.09671276,41.27128508,3.0190044,19:10:03,19:11:40,0:01:37,96828
13,Smart Rotate Pointer,3D Task,3D Cube Rotation,2,0,0,0,28.0065479,82.04313899,-163.707909,3.034562075,19:11:44,19:13:16,0:01:32,12819
13,Smart Tilt Pointer,3D Task,3D Cube Rotation,1,0,0,0,-79.56619861,-24.05263544,100.8589194,1.900284401,19:26:06,19:28:32,0:02:26,6215
13,Smart Tilt Pointer,3D Task,3D Cube Rotation,2,0,0,0,2.108188046,8.679254522,-0.342468312,0.156099021,19:28:32,19:30:24,0:01:52,8552
13,Smart Trackball,3D Task,3D Cube Rotation,1,0,0,0,-91.86369744,-18.04073823,-177.7039304,1.943534798,19:44:59,19:46:19,0:01:20,79668
13,Smart Trackball,3D Task,3D Cube Rotation,2,0,0,0,-162.7787573,-3.523924924,87.18577962,0.882174424,19:46:24,19:47:53,0:01:29,1360
14,Smart Tilt Pointer,3D Task,3D Cube Rotation,1,0,0,0,-176.8646504,18.47359131,8.411196456,3.111265183,2:58:37,2:59:08,0:00:31,30972
14,Smart Tilt Pointer,3D Task,3D Cube Rotation,2,0,0,0,10.80664814,4.756028665,84.06290003,1.471117129,3:00:13,3:02:06,0:01:53,1474
14,Smart Trackball,3D Task,3D Cube Rotation,1,0,0,0,-0.598701483,-8.669351875,-174.3527908,0.044103526,3:24:33,3:26:21,0:01:48,107498
14,Smart Trackball,3D Task,3D Cube Rotation,2,0,0,0,-97.04520799,86.73606158,124.8471552,2.670995157,3:26:27,3:28:24,0:01:57,1717
14,Smart Rotate Pointer,3D Task,3D Cube Rotation,1,0,0,0,-96.71034317,8.699419904,-56.42143934,1.827748592,3:41:37,3:43:31,0:01:54,113948
14,Smart Rotate Pointer,3D Task,3D Cube Rotation,2,0,0,0,-152.8856613,-12.47801568,102.8844437,2.681831442,3:43:34,3:44:45,0:01:11,70795
14,Smart Trackpad,3D Task,3D Cube Rotation,1,0,0,0,87.63949266,49.70306004,-173.9848985,2.623334884,3:56:53,3:59:48,0:02:55,174284
14,Smart Trackpad,3D Task,3D Cube Rotation,2,0,0,0,-129.7773943,-67.64255985,-11.92681613,2.535782955,3:59:49,4:00:59,0:01:10,7161
14,Smart Tilt Pointer,3D Task,3D Cube Rotation,1,0,0,0,178.2000822,-1.562860176,-83.0158844,3.099993267,2:58:37,2:59:08,0:00:31,30972
14,Smart Tilt Pointer,3D Task,3D Cube Rotation,2,0,0,0,-81.59631686,4.474260066,0.497419618,1.426249862,3:00:13,3:02:06,0:01:53,1474
14,Smart Trackball,3D Task,3D Cube Rotation,1,0,0,0,-2.185541669,-6.979220045,2.568155291,0.134495673,3:24:33,3:26:21,0:01:48,107498
14,Smart Trackball,3D Task,3D Cube Rotation,2,0,0,0,-91.45051916,13.28557199,-1.286424382,1.606701224,3:26:27,3:28:24,0:01:57,1717
14,Smart Rotate Pointer,3D Task,3D Cube Rotation,1,0,0,0,-84.7215969,1.530227181,-61.52984784,1.753957295,3:41:37,3:43:31,0:01:54,113948
14,Smart Rotate Pointer,3D Task,3D Cube Rotation,2,0,0,0,-92.62471173,7.395088246,-94.8271798,2.092600735,3:43:34,3:44:45,0:01:11,70795
14,Smart Trackpad,3D Task,3D Cube Rotation,1,0,0,0,-166.3104843,4.291763271,-169.1741149,3.045063189,3:56:53,3:59:48,0:02:55,174284
14,Smart Trackpad,3D Task,3D Cube Rotation,2,0,0,0,-12.56387855,-2.057673433,59.33181201,1.053116429,3:59:49,4:00:59,0:01:10,7161
15,Smart Tilt Pointer,3D Task,3D Cube Rotation,1,0,0,0,-160.8687246,-81.45722086,-38.4546109,2.955368204,20:24:24,20:25:15,0:00:51,51562
15,Smart Tilt Pointer,3D Task,3D Cube Rotation,2,0,0,0,-164.7705451,-24.10954347,-175.7880296,2.7345832,20:25:54,20:26:09,0:00:15,15329
15,Smart Trackpad,3D Task,3D Cube Rotation,1,0,0,0,177.4326166,4.320581691,-130.7616139,3.091719496,20:36:52,20:37:19,0:00:27,26794
15,Smart Trackpad,3D Task,3D Cube Rotation,2,0,0,0,158.5220898,-79.48050716,20.57173426,3.08393634,20:37:24,20:37:51,0:00:27,26767
15,Smart Rotate Pointer,3D Task,3D Cube Rotation,1,0,0,0,169.2042927,-3.620181572,-140.5095229,3.018790039,20:47:32,20:48:09,0:00:37,9633
15,Smart Rotate Pointer,3D Task,3D Cube Rotation,2,0,0,0,-43.68866567,-81.5974983,133.3121904,2.090587896,20:48:09,20:48:38,0:00:29,9626
15,Smart Trackball,3D Task,3D Cube Rotation,1,0,0,0,176.9085726,-18.87829874,163.2429549,2.823628246,21:01:06,21:01:45,0:00:39,39000
15,Smart Trackball,3D Task,3D Cube Rotation,2,0,0,0,-26.46213961,-75.04059769,14.08429687,1.341520648,21:01:45,21:02:25,0:00:40,40000
15,Smart Tilt Pointer,3D Task,3D Cube Rotation,1,0,0,0,-137.4288734,-66.27498618,108.648378,1.876883282,20:24:24,20:25:15,0:00:51,51562
15,Smart Tilt Pointer,3D Task,3D Cube Rotation,2,0,0,0,-177.0978844,35.24466325,166.5875529,2.536912023,20:25:54,20:26:09,0:00:15,15329
15,Smart Trackpad,3D Task,3D Cube Rotation,1,0,0,0,176.0734426,-6.660720809,22.1359749,3.096750514,20:36:52,20:37:19,0:00:27,26794
15,Smart Trackpad,3D Task,3D Cube Rotation,2,0,0,0,27.4143095,-75.13825279,-93.90696385,1.775366114,20:37:24,20:37:51,0:00:27,26767
15,Smart Rotate Pointer,3D Task,3D Cube Rotation,1,0,0,0,170.4032205,9.030355881,140.26872,2.937003348,20:47:32,20:48:09,0:00:37,9633
15,Smart Rotate Pointer,3D Task,3D Cube Rotation,2,0,0,0,3.605354621,-82.08083812,-52.74496771,1.633513249,20:48:09,20:48:38,0:00:29,9626
15,Smart Trackball,3D Task,3D Cube Rotation,1,0,0,0,174.011177,-2.514619944,77.80490814,1.087821886,21:01:06,21:01:45,0:00:39,39000
15,Smart Trackball,3D Task,3D Cube Rotation,2,0,0,0,135.3183668,-81.54032675,105.1804794,2.521958283,21:01:45,21:02:25,0:00:40,40000
